num__tenure,num__MonthlyCharges,num__TotalCharges,num__TechSupport,num__NumServices,cat__Contract_One year,cat__Contract_Two year,cat__PaymentMethod_Credit card,cat__PaymentMethod_Electronic check,cat__PaymentMethod_Mailed check,Churn
1.2181801496228577,-1.686732091792503,-0.6602950143547278,-1.0087886184284942,0.22497870660779234,0.0,0.0,0.0,0.0,0.0,0
-0.7111908592199307,-0.2764315928708154,-0.6218511794180089,-1.0087886184284942,1.5371266916836157,1.0,0.0,0.0,1.0,0.0,0
0.37113921891138957,0.8403959698590763,0.8116440348197171,-1.0087886184284942,1.0997440299916745,0.0,1.0,1.0,0.0,0.0,0
0.22996573045947824,0.364181784047851,0.4281788117332638,0.9912879484681485,-1.5245519401599723,0.0,0.0,0.0,1.0,0.0,0
1.4064114675587394,-1.0868788449004751,-0.042317051306593155,-1.0087886184284942,0.6623613682997335,1.0,0.0,1.0,0.0,0.0,0
1.0299488316869758,0.8981394873968136,1.5444134710606774,-1.0087886184284942,-1.5245519401599723,0.0,0.0,1.0,0.0,0.0,0
1.359353638074769,-0.28492328662636507,0.7940635995941357,0.9912879484681485,-0.2124039550841488,0.0,0.0,0.0,0.0,0.0,0
-0.8053065181878716,-1.262487071765242,-0.9722354558071773,0.9912879484681485,-1.0871692784680311,0.0,0.0,0.0,1.0,0.0,0
1.359353638074769,-1.382389787593603,-0.2857643737688665,-1.0087886184284942,1.5371266916836157,0.0,0.0,1.0,0.0,0.0,0
0.8887753432350645,0.9032345036501436,1.74628905268387,0.9912879484681485,1.5371266916836157,0.0,0.0,0.0,1.0,0.0,0
-0.6641330297359602,-0.4238473964671574,-0.7116996081073862,0.9912879484681485,0.22497870660779234,0.0,1.0,0.0,1.0,0.0,0
-0.0053234169603739966,-1.6734850495338456,-0.9206223349943614,0.9912879484681485,-1.0871692784680311,0.0,1.0,0.0,0.0,1.0,0
0.0887922420075669,-1.4476059956362246,-0.7455130729390705,0.9912879484681485,-0.2124039550841488,0.0,0.0,0.0,0.0,0.0,0
0.37113921891138957,1.0078521707185153,1.1878321981914457,-1.0087886184284942,-1.5245519401599723,0.0,0.0,0.0,0.0,0.0,1
0.13585007149153736,0.4246426435873646,0.2371145561520801,0.9912879484681485,-1.5245519401599723,0.0,0.0,0.0,0.0,0.0,0
1.5475849560106507,1.1834603975832825,2.856214431729597,0.9912879484681485,1.0997440299916745,1.0,0.0,0.0,0.0,1.0,0
-0.24061256438022624,0.848887663614626,0.360284539685078,0.9912879484681485,1.0997440299916745,0.0,1.0,0.0,1.0,0.0,0
-0.6641330297359602,-1.4594943668939941,-1.0294360324626735,-1.0087886184284942,1.0997440299916745,0.0,1.0,0.0,0.0,1.0,0
0.2770235599434487,-1.567169043714364,-0.791923710943343,0.9912879484681485,-0.64978661677609,1.0,0.0,0.0,0.0,1.0,0
1.2181801496228577,1.669185280400723,2.420457038172892,-1.0087886184284942,-0.64978661677609,0.0,1.0,0.0,1.0,0.0,0
1.6417006149785915,-0.5641301773088379,0.7174111910193371,0.9912879484681485,0.22497870660779234,0.0,0.0,0.0,0.0,1.0,0
0.9828910022030054,-0.16196356104600584,0.6305249159537348,-1.0087886184284942,-0.64978661677609,0.0,1.0,0.0,0.0,0.0,0
0.1829079009755078,1.6301234891251948,1.294277242130277,0.9912879484681485,1.5371266916836157,0.0,1.0,1.0,0.0,0.0,0
-0.7111908592199307,-1.3042662050425464,-0.9687279237183751,0.9912879484681485,0.6623613682997335,0.0,1.0,1.0,0.0,0.0,0
0.6534861958152123,0.897799819646592,1.287390502297385,-1.0087886184284942,-0.2124039550841488,0.0,0.0,0.0,0.0,0.0,0
0.13585007149153736,-0.4265647384689332,-0.04646085827126035,-1.0087886184284942,-0.2124039550841488,1.0,0.0,0.0,0.0,0.0,0
-0.852364347671842,0.02179669182408871,-0.5904063681158054,-1.0087886184284942,-1.5245519401599723,0.0,0.0,0.0,0.0,0.0,1
-0.47590171180007845,-0.760797804687368,-0.7165278115771857,0.9912879484681485,-0.2124039550841488,0.0,0.0,0.0,0.0,0.0,0
-0.5229595412840489,-1.5719243922174717,-1.0053217493521587,0.9912879484681485,1.0997440299916745,0.0,1.0,0.0,1.0,0.0,0
-0.8053065181878716,-0.04749552922119625,-0.6782016072897864,-1.0087886184284942,0.22497870660779234,0.0,0.0,1.0,0.0,0.0,0
0.0887922420075669,0.9514673241816658,0.6013845960086559,0.9912879484681485,1.0997440299916745,1.0,0.0,0.0,0.0,0.0,0
-0.14649690541228533,0.44162603109846393,0.231933460734322,-1.0087886184284942,1.5371266916836157,1.0,0.0,1.0,0.0,0.0,0
-0.5229595412840489,1.1039781440313374,-0.06682700114663762,-1.0087886184284942,0.6623613682997335,0.0,1.0,1.0,0.0,0.0,0
1.1240644906549166,-0.17656927430555125,0.8418590711517615,-1.0087886184284942,-0.64978661677609,0.0,0.0,0.0,0.0,1.0,0
0.8887753432350645,1.0044554932162957,1.6599107281494208,-1.0087886184284942,-0.2124039550841488,0.0,0.0,0.0,0.0,0.0,0
0.32408138942741915,-0.7764225211975794,-0.23321020776149384,-1.0087886184284942,-1.0871692784680311,0.0,1.0,0.0,0.0,0.0,0
1.688758444462562,1.6111020951127635,2.8533110934304813,-1.0087886184284942,1.5371266916836157,1.0,0.0,0.0,1.0,0.0,0
1.4064114675587394,-0.6480281116136685,0.5222993717320207,0.9912879484681485,-1.0871692784680311,0.0,1.0,0.0,0.0,1.0,0
-0.8994221771558125,-0.6296860531016812,-0.852236152958112,0.9912879484681485,-1.5245519401599723,1.0,0.0,0.0,1.0,0.0,0
1.5946427854946212,-0.39055995694540285,-0.24463642128858254,0.9912879484681485,-0.64978661677609,0.0,0.0,0.0,0.0,1.0,0
-1.4170583014794873,1.4079807804800155,-0.9358394635381585,-1.0087886184284942,0.6623613682997335,1.0,0.0,0.0,0.0,0.0,0
-0.6641330297359602,-0.6993179418971884,-0.71296681101142,-1.0087886184284942,0.6623613682997335,1.0,0.0,1.0,0.0,0.0,0
-0.09943907592831489,-1.3769551035900511,-0.819871683852137,0.9912879484681485,0.22497870660779234,0.0,0.0,0.0,0.0,1.0,1
0.04173441252359645,-1.6979411275498284,-0.9451429785297984,0.9912879484681485,0.22497870660779234,1.0,0.0,0.0,0.0,1.0,0
0.5123127073633009,1.3434439079378377,1.202290074362362,-1.0087886184284942,-1.0871692784680311,1.0,0.0,1.0,0.0,0.0,0
0.5123127073633009,-1.6904684370449448,-0.8613471814326834,0.9912879484681485,1.5371266916836157,0.0,1.0,0.0,1.0,0.0,0
-0.42884388231610804,-0.5233700472821994,-0.6025704466249897,-1.0087886184284942,1.0997440299916745,0.0,0.0,0.0,1.0,0.0,0
1.3122958085907985,-0.7200376746607295,0.4108924531309812,0.9912879484681485,1.5371266916836157,0.0,0.0,0.0,1.0,0.0,0
0.2770235599434487,0.23307003246216423,0.28936929868845745,0.9912879484681485,0.22497870660779234,0.0,0.0,0.0,1.0,0.0,0
-1.6052896194153692,1.3308762011796247,-1.1979365907652821,-1.0087886184284942,-0.2124039550841488,0.0,1.0,0.0,0.0,1.0,0
